Task,Description,Success Rate (%),Future lpips,Future num_future_frames,Future psnr,Future ssim,Future wavelet_hh_mse,Future wavelet_high_mse,Future wavelet_hl_mse,Future wavelet_lh_mse,Future wavelet_ll_mse,Future wavelet_temporal_high_mse,Future wavelet_temporal_low_mse,Future gfvd
libero_goal_0,open the middle drawer of the cabinet,100.0,0.1057194350335497,1.986190476190476,25.210214928610498,0.8824453971202756,0.0002553281419751995,0.000877360118947015,0.0012060070591302788,0.0011707451557355665,0.011244123509952252,0.00293695653716136,0.00400704518417652,57.67383454713385
libero_goal_1,put the bowl on the stove,100.0,0.10679366276082065,1.922222222222222,25.323112191094292,0.872352824277348,0.00032080593100545227,0.001094641943961539,0.001483486926493545,0.0014796329743856202,0.010991567283377258,0.003056833140726667,0.004254247857898008,59.22423394934641
libero_goal_2,put the wine bottle on top of the cabinet,90.0,0.10416237145869267,1.967777777777778,24.67325906912486,0.8767692287928528,0.0002440912437830573,0.0009148279206406356,0.001095468334145456,0.0014049241839933933,0.014236287633345151,0.0033796277790032843,0.0050249176004500545,77.40550581119784
libero_goal_3,open the top drawer and put the bowl inside,100.0,0.10586022814392973,1.9633416686512661,24.674594506636108,0.877595695940619,0.0002878565791908583,0.0010234460384857824,0.001312063886281936,0.0014704176499845528,0.013621601169718117,0.0034478359037592977,0.004790921920517271,41.93005350704498
libero_goal_4,put the bowl on top of the cabinet,100.0,0.10943479115764299,1.9333333333333331,24.38762364122603,0.8521000645226902,0.0003907231648958663,0.0013191474983546801,0.0017451576844905504,0.001821561645677624,0.012151280393461802,0.0033713995915604757,0.00454605131817516,68.39172035823718
libero_goal_5,push the plate to the front of the stove,100.0,0.09270545149672325,1.9442261904761904,27.11139436175972,0.9212860483343238,0.00014895206838249473,0.0006095684248947012,0.0007696480435612308,0.0009101051627403783,0.008129759900508668,0.002149722098598671,0.0029128714297103247,36.72207159875016
libero_goal_6,put the cream cheese in the bowl,100.0,0.09340389646971839,1.9589743589743591,27.024538164057287,0.9138573678130777,0.00017979470841311972,0.0007090987044202821,0.0009313351518731231,0.001016166252974604,0.0066287147667274905,0.0020107683992440194,0.0022748175959956523,51.59478045653415
libero_goal_7,turn on the stove,100.0,0.11116069263911674,1.9625,26.556279914719717,0.8942871609968799,0.00014253756059718267,0.00057902480631951,0.0008909629103332659,0.0007035739480280815,0.00917471118487551,0.0020653966678115202,0.003524153514029292,87.87273374385371
libero_goal_8,put the bowl on the plate,100.0,0.10549487621922579,1.9625,24.91562833445413,0.8723636714475494,0.0003536560655058046,0.001176320693264729,0.0015002738784200378,0.0016750321358683453,0.012152220821423856,0.0032378232389289356,0.004777260102647623,79.75722801810983
libero_goal_9,put the wine bottle on the rack,90.0,0.11542639973640934,1.9657802197802199,24.288166170518476,0.872329616442814,0.0001794351780339599,0.0007312596447149716,0.00090863793392974,0.001105705822181215,0.01592522910745702,0.0031922995520780387,0.005807167490114434,44.724426637812904
libero_object_0,pick up the alphabet soup and place it in the basket,100.0,0.10819508607325316,1.9631868131868135,25.705334518767973,0.8588469551159786,0.00018970235367625398,0.000835581026917397,0.0009831354231509676,0.0013339053039249688,0.010246058081399527,0.0026780342843107227,0.003393864984587415,69.85406353084343
libero_object_1,pick up the cream cheese and place it in the basket,100.0,0.125448708055525,1.9867521367521366,24.68021905839953,0.8419108855323149,0.00017895186117059965,0.0009086130769608701,0.00107213673281954,0.0014747506368924708,0.013888681378950857,0.003065146773518774,0.005166424718647434,80.0447084463574
libero_object_2,pick up the salad dressing and place it in the basket,100.0,0.10546425062259941,1.9825757575757579,26.308253769441087,0.860995996404778,0.00018151884835264576,0.0008539827739870743,0.001052648240874987,0.0013277812327335899,0.007980903107884593,0.002167863812055933,0.0029425589988805413,101.4905614573455
libero_object_3,pick up the bbq sauce and place it in the basket,90.0,0.1061719456275313,1.9854166666666668,25.614964560345335,0.8587285072474561,0.00018347056614896354,0.0008248287749062968,0.0010917109221874413,0.0011993048363824858,0.012239451901961417,0.002350666998566854,0.004879039122818291,98.80726944356377
libero_object_4,pick up the ketchup and place it in the basket,100.0,0.09972158735952316,1.9713553113553115,26.580694366566867,0.8652804662696607,0.00017829108213092843,0.0007764540370920817,0.0009196101807046345,0.0012314608484406823,0.007912097225799788,0.001985040888332697,0.00282955422488744,70.06541503679458
libero_object_5,pick up the tomato sauce and place it in the basket,80.0,0.1497754201834852,1.9916666666666667,23.50035243619572,0.8156521301310171,0.0003005228434741377,0.0009860461045364084,0.0012879645336127423,0.0013696509365223447,0.021986330355478763,0.0041786605718185784,0.008230239504932383,198.26292523341704
libero_object_6,pick up the butter and place it in the basket,100.0,0.11639053115532512,1.9790476190476187,25.84242743174235,0.8553197739237831,0.0001798004779959142,0.0008134385414877981,0.0009811595758046246,0.0012793555706628553,0.009745410982341994,0.0026332349892562398,0.003384247993800496,81.78813914118012
libero_object_7,pick up the milk and place it in the basket,90.0,0.11715453246601552,1.9923076923076923,25.209905919696826,0.8484231843245335,0.00018822721076416893,0.0009134836321103654,0.0010773418273806832,0.0014748818581862434,0.012201877134134004,0.002673238976331915,0.004668450759352362,116.85416161317045
