Task,Description,Success Rate (%),Future lpips,Future num_future_frames,Future psnr,Future ssim,Future wavelet_hh_mse,Future wavelet_high_mse,Future wavelet_hl_mse,Future wavelet_lh_mse,Future wavelet_ll_mse,Future wavelet_temporal_high_mse,Future wavelet_temporal_low_mse,Future gfvd
libero_object_5,pick up the tomato sauce and place it in the basket,100.0,0.13219440010805186,1.953663003663004,23.700366905932025,0.8309866021560641,0.0002869333646150537,0.0009689374815280186,0.0013503760572059931,0.001269503022763009,0.018003018006914687,0.0040336216103627745,0.006018343947358085,102.54067653310801
libero_object_6,pick up the butter and place it in the basket,100.0,0.11657546362215347,1.9933333333333334,25.251925172211923,0.8506474351904767,0.0001833332940292073,0.000853740119308961,0.0010589726766014485,0.0013189143872962268,0.011102091895259453,0.003003768851070566,0.0038467840855683612,79.06268564582471
libero_object_7,pick up the milk and place it in the basket,100.0,0.11274329795968889,1.97827380952381,24.95849998749117,0.848628717452766,0.0001829617810704981,0.0009460907259288638,0.0011115149605777706,0.0015437954361383229,0.012480182154027606,0.0030532702287716126,0.004300975020704851,73.97278258299525
libero_object_8,pick up the chocolate pudding and place it in the basket,100.0,0.11319398648682095,1.9866666666666668,25.331889821007138,0.856528594323567,0.00018202162623527415,0.0008339265469297219,0.0010673664867257078,0.0012523915278281838,0.010568613702697413,0.0028043744254059024,0.003555657127539494,58.18190527899088
libero_object_9,pick up the orange juice and place it in the basket,100.0,0.11054264498019203,1.9596153846153848,24.8973366840736,0.8535023932829325,0.00018590762397072345,0.0009475346685043535,0.001317266692963862,0.0013394296885784747,0.011923145257058121,0.0030443336542124266,0.004166089676362344,81.75875949197061
libero_spatial_0,pick up the black bowl between the plate and the ramekin and place it on the plate,100.0,0.11448592048670565,1.9,24.089388591902598,0.8635145490722997,0.00035254653838429865,0.0013029574844819892,0.0017603311894552984,0.001795994725606371,0.014292376359558798,0.004198858316522091,0.005062224428235953,100.14240284347589
libero_spatial_1,pick up the black bowl next to the ramekin and place it on the plate,100.0,0.09537473230199381,1.9272727272727272,26.365705790086224,0.9007023532824083,0.0002747691290146163,0.000817035264626611,0.0011251305092380127,0.0010512061556272039,0.008352437041784552,0.001981199066662653,0.00323182099625807,60.0163330306145
libero_spatial_2,pick up the black bowl from table center and place it on the plate,100.0,0.09640061356127262,1.9599999999999997,25.709366637335883,0.8882135677999919,0.0003154099545887827,0.0010345422904518072,0.001466990974990444,0.0013212259417761944,0.009356617179647503,0.0026841285329363826,0.003585494863283303,78.85586880596611
libero_spatial_3,pick up the black bowl on the cookie box and place it on the plate,90.0,0.10542457091932496,2.0,25.454533392588296,0.883523565216197,0.00032126139853466565,0.0010099559725468108,0.0013323910143258721,0.0013762155047798944,0.011396102145986837,0.0025666997359884485,0.004646285010417665,85.46298122292129
libero_spatial_4,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,90.0,0.12259562984443244,1.9916666666666667,24.150481039316226,0.8530657222408514,0.0003699043003666119,0.0011118473911732058,0.0015949818677006241,0.001370656005452381,0.01727673479146921,0.004137516593416618,0.006198554140947638,82.91705941329245
libero_spatial_5,pick up the black bowl on the ramekin and place it on the plate,100.0,0.10161764157315097,1.9377777777777776,25.853806578318277,0.8861571431822247,0.0003638187757719101,0.000987793680547771,0.0013047282216009787,0.0012948340442704245,0.008572638641215033,0.002354046192906228,0.0030964350030343564,87.86979488556415
libero_spatial_6,pick up the black bowl next to the cookie box and place it on the plate,100.0,0.1049922751682025,1.939278996865204,25.895141843718044,0.888218876712001,0.0003040334821919922,0.0009641986737352438,0.0013341179429400174,0.0012544445960737216,0.009608488660196257,0.0025370247515809114,0.00381027075036111,69.07126907310185
libero_spatial_7,pick up the black bowl on the stove and place it on the plate,100.0,0.10489693140667497,1.975,25.430782296440817,0.8684778020237433,0.00030190154077100684,0.001014231167628719,0.0014463864557910711,0.0012944055063240794,0.010069804328712495,0.002636574631447509,0.003896987421004186,69.58521151298932
libero_spatial_8,pick up the black bowl next to the plate and place it on the plate,100.0,0.10984336070189571,1.97,24.619154794866382,0.8679388504738761,0.00034979214206969393,0.0011844489573872837,0.0016736489154793547,0.0015299058146128017,0.01318090738573422,0.0037023003722865587,0.0046806467822729375,73.54651427206346
libero_spatial_9,pick up the black bowl on the wooden cabinet and place it on the plate,100.0,0.10414054874104986,1.9583333333333335,25.786654206478232,0.8888537957812801,0.0002620295779210706,0.0008533360386766186,0.0012094202114949991,0.0010885583266137858,0.010495863266282178,0.0028214387723534,0.0037918156748425894,60.97075178061234
